200.117,825.672188841202
200.235,835.323133047211
200.354,846.720901287554
200.472,860.141587982833
200.59,871.690815450644
200.709,883.720944206009
200.827,896.827124463519
200.945,906.658540772533
201.063,920.469141630901
201.182,934.359399141631
201.3,947.51678111588
201.418,961.747081545065
201.536,977.175021459228
201.655,990.808712446352
201.773,1012.07412017167
201.891,1027.3752360515
202.009,1039.41622317597
202.127,1052.50708154506
202.245,1064.44060085837
202.364,1083.64309012876
202.482,1098.87725321888
202.6,1113.22042918455
202.718,1127.74055793991
202.836,1145.75433476395
202.954,1162.62
203.073,1182.94412017167
203.191,1203.67124463519
203.309,1218.48879828326
203.427,1242.51995708154
203.545,1264.62858369099
203.663,1285.60927038627
203.781,1306.89579399142
203.899,1328.08188841202
204.017,1353.03193133047
204.135,1373.25111587983
204.253,1394.66038626609
204.371,1418.68583690987
204.489,1441.44266094421
204.607,1462.79583690987
204.725,1486.10489270386
204.843,1509.42845493562
204.961,1530.55021459228
205.079,1555.33712446352
205.197,1582.07690987124
205.315,1609.94493562232
205.433,1638.19596566524
205.551,1668.33540772532
205.669,1697.24901287554
205.787,1725.46214592275
205.905,1757.59502145923
206.023,1788.6930472103
206.141,1819.99862660944
206.259,1851.58978540772
206.377,1880.58163090129
206.495,1909.08497854077
206.613,1945.93407725322
206.731,1977.55008583691
206.848,2013.15115879828
206.966,2046.74017167382
207.084,2082.53746781116
207.202,2119.60918454936
207.32,2157.06278969957
207.438,2191.62961373391
207.556,2228.67643776824
207.673,2268.53884120172
207.791,2306.95038626609
207.909,2353.07454935622
208.027,2395.87884120171
208.145,2434.71622317596
208.262,2470.97549356223
208.38,2512.39819742489
208.498,2553.96459227468
208.616,2599.27064377683
208.733,2641.03832618026
208.851,2681.30510729614
208.969,2733.70527896996
209.087,2778.05515021459
209.204,2828.81648068669
209.322,2878.69892703863
209.44,2924.04231759657
209.557,2970.39420600858
209.675,2986.97223175966
209.793,3039.11214592275
209.91,3120.87759656652
210.028,3180.49206008584
210.146,3232.41918454936
210.263,3275.07115879828
210.381,3309.27918454936
210.499,3383.7360944206
210.616,3445.49549356223
210.734,3503.46824034335
210.852,3556.61004291846
210.969,3617.26871244635
211.087,3671.91287553648
211.204,3727.45394849785
211.322,3786.12103004292
211.439,3835.36639484979
211.557,3901.11103004292
211.675,3965.18248927039
211.792,4031.94690987124
