200.117,0.58
200.235,1
200.354,-0.92
200.472,1.92
200.59,0.58
200.709,0.75
200.827,1.83
200.945,-0.5
201.063,0.92
201.182,0.67
201.3,-1.75
201.418,2.67
201.536,0.42
201.655,1.67
201.773,0.83
201.891,3.08
202.009,1.17
202.127,1.83
202.245,-0.58
202.364,1.17
202.482,1.08
202.6,1.08
202.718,1.08
202.836,0.33
202.954,-1.42
203.073,2.42
203.191,-2.25
203.309,0.25
203.427,0.75
203.545,2.25
203.663,1.58
203.781,0.67
203.899,-1.33
204.017,2.33
204.135,-0.5
204.253,-0.17
204.371,-1.67
204.489,1.25
204.607,-1.67
204.725,-1.5
204.843,1.33
204.961,-2.58
205.079,1.92
205.197,1.83
205.315,2.83
205.433,4.58
205.551,-0.08
205.669,-2.83
205.787,0.42
205.905,3.25
206.023,-1.08
206.141,-2.67
206.259,0.58
206.377,-1
206.495,-3.83
206.613,-2.42
206.731,1.67
206.848,-0.33
206.966,-1.17
207.084,0
207.202,1.08
207.32,1.58
207.438,4
207.556,1.75
207.673,2.33
207.791,0.17
207.909,2.17
208.027,0.58
208.145,1.67
208.262,-1.42
208.38,0.42
208.498,-0.83
208.616,2.5
208.733,1.25
208.851,4.17
208.969,-0.92
209.087,-0.5
209.204,2.5
209.322,-0.5
209.44,1.08
209.557,2.58
209.675,0.67
209.793,2.58
209.91,-1.83
210.028,-0.42
210.146,-1.33
210.263,-2.75
210.381,2
210.499,1.08
210.616,2.17
210.734,2.58
210.852,1.42
210.969,-1.75
211.087,-0.92
211.204,3.75
211.322,0.75
211.439,1
211.557,-1.17
211.675,4.08
211.792,0
211.91,0.42
212.027,-0.42
212.145,4.17
212.262,-0.25
212.38,1.75
212.497,0.17
212.615,-1
212.732,-1.75
212.85,3.25
212.967,1.5
213.085,-1.25
213.202,-0.58
213.32,1.58
213.437,3.33
213.554,4.75
213.672,2.75
213.789,3.33
213.907,3.92
214.024,5.08
214.141,2.25
214.259,-0.67
214.376,4.92
214.494,5.08
214.611,3.17
214.728,2.08
214.846,2.67
214.963,4.42
215.08,2.58
215.198,4.33
215.315,0.33
215.432,4.33
215.549,3.17
215.667,1.92
215.784,1.08
215.901,3.17
216.019,4.75
216.136,0.25
216.253,2.42
216.37,4.67
216.488,-0.25
216.605,-1.75
216.722,-0.42
216.839,0.67
216.956,-0.33
217.074,0
217.191,3.67
217.308,0.67
217.425,-2.67
217.542,3.58
217.659,-1.08
217.777,1.25
217.894,1.08
218.011,3.5
218.128,-0.75
218.245,6.42
218.362,1.58
218.479,-1
218.596,0.5
218.713,3.92
218.831,4.08
218.948,2.08
219.065,-0.5
219.182,2
219.299,1.67
219.416,4.5
219.533,4
219.65,2.75
219.767,4.17
219.884,0.75
220.001,1
220.118,-0.5
220.235,3.25
220.352,3.08
220.469,1.33
220.586,-0.92
220.703,4.92
220.82,1.08
220.937,2
221.053,0.33
221.17,-0.17
221.287,2
221.404,-0.75
221.521,-1.08
221.638,2.33
221.755,1.33
221.872,1.17
221.989,3.25
222.105,0.42
222.222,-0.17
222.339,2.33
222.456,-0.83
222.573,2.33
222.69,0.5
222.806,0.58
222.923,1.92
223.04,-1.08
223.157,2.83
223.274,1
223.39,2.33
223.507,5.75
223.624,-0.08
223.741,1.08
223.857,2.75
223.974,0.83
224.091,-0.75
224.208,0.17
224.324,4.58
224.441,2.25
224.558,2.58
224.674,6.25
224.791,2.42
224.908,0.33
225.024,-1
225.141,3.83
225.258,1.08
225.374,2.58
225.491,2.25
225.607,5.42
225.724,6
225.841,5.17
225.957,8.17
226.074,2
226.19,9
226.307,5.25
226.424,3.67
226.54,7.67
226.657,4.25
226.773,4.83
226.89,6
227.006,1.5
227.123,0.33
227.239,1.42
227.356,0.17
227.472,0.92
227.589,0.5
227.705,-1.58
227.822,3.42
227.938,2.08
228.055,2
228.171,0.33
228.288,2.42
228.404,0.5
228.52,3.08
228.637,-1.67
228.753,2.75
228.87,4.33
228.986,3.58
229.102,-1.25
229.219,1.67
229.335,2
229.452,-1.67
229.568,-0.33
229.684,1.83
229.801,-1.08
229.917,0.08
230.033,-0.33
230.15,0.83
230.266,0.42
230.382,-1.67
230.498,1.75
230.615,3.42
230.731,0.17
230.847,1.83
230.964,-3.67
231.08,6.5
231.196,2.25
231.312,1
231.429,-3.17
231.545,2.92
231.661,1.67
231.777,-2.42
231.893,-1.08
232.01,4.92
232.126,3.67
232.242,0.42
232.358,1.75
232.474,-0.25
232.59,1.08
232.707,3.25
232.823,0.83
232.939,4.92
233.055,0.42
233.171,1.75
233.287,4.92
233.403,2.17
233.519,2.08
233.635,2.83
233.751,4.75
233.868,3
233.984,2.33
234.1,2.67
234.216,2.25
234.332,2.83
234.448,-0.08
234.564,5.17
234.68,4.58
234.796,6.42
234.912,9
235.028,5.75
235.144,8.83
235.26,4.42
235.376,4.42
235.492,5.83
235.608,6
235.723,5.92
235.839,8.25
235.955,9.75
236.071,14.25
236.187,12.42
236.303,12
236.419,6.5
236.535,12.42
236.651,5.08
236.767,6.58
236.882,6.67
236.998,5.58
237.114,-2.42
237.23,4
237.346,5.17
237.462,0.58
237.577,-2.75
237.693,1.5
237.809,-3.67
237.925,0
238.041,0.92
238.156,0.58
238.272,0.58
238.388,4.58
238.504,0.92
238.619,0.17
238.735,1.42
238.851,2.25
238.967,2.33
239.082,3.17
239.198,3.83
239.314,-1
239.429,2.92
239.545,2.08
239.661,0.92
239.776,0.83
239.892,2.25
240.008,-3.5
240.123,2.58
240.239,4.08
240.355,0.42
240.47,3.42
240.586,-1
240.701,3
240.817,1.17
240.933,-0.75
241.048,-0.25
241.164,-0.25
241.279,0.75
241.395,3.17
241.51,1.42
241.626,4.08
241.741,-3.08
241.857,1.75
241.972,4.42
242.088,-0.67
242.203,2.17
242.319,-0.5
242.434,-2.25
242.55,2.17
242.665,1.58
242.781,1.75
242.896,3.17
243.012,0.67
243.127,-1.92
243.243,6.5
243.358,5.58
243.473,3
243.589,0.92
243.704,2.08
243.82,-1
243.935,0.92
244.05,7.17
244.166,2.08
244.281,-0.08
244.396,4.17
244.512,5
244.627,2.75
244.742,1.25
244.858,5.08
244.973,4
245.088,2.08
245.204,1.5
245.319,0.08
245.434,7.42
245.55,2
245.665,0.33
245.78,5.17
245.895,4.67
246.011,6.17
246.126,6.08
246.241,3.17
246.356,7.25
246.471,9.08
246.587,3.5
246.702,8.08
246.817,7.67
246.932,7
247.047,10.75
247.163,5.5
247.278,6.92
247.393,5.25
247.508,9.58
247.623,5.5
247.738,5.58
247.853,6.33
247.968,3.92
248.084,-1.25
248.199,2.08
248.314,1.17
248.429,1.58
248.544,-1.5
248.659,0.83
248.774,1
248.889,1.58
249.004,-0.25
249.119,3
249.234,-1.08
249.349,2.83
249.464,1.58
249.579,4.17
249.694,-2.92
249.809,3.25
249.924,-2.33
250.039,1
250.154,4
250.269,-2.42
250.384,-0.25
250.499,0.25
250.614,2.92
250.729,-0.75
250.844,0.58
250.958,0.42
251.073,0.17
251.188,2.58
251.303,4.67
251.418,2.83
251.533,-0.17
251.648,2.33
251.763,2.25
251.877,1
251.992,3.42
252.107,0.92
252.222,-1
252.337,5
252.452,-0.42
252.566,2.75
252.681,0.17
252.796,3.67
252.911,-3.33
253.025,0.17
253.14,0.08
253.255,-0.25
253.37,2.5
253.484,2.08
253.599,0
253.714,2.25
253.829,1.75
253.943,1.75
254.058,4.83
254.173,4.58
254.287,-0.25
254.402,3.75
254.517,8.58
254.631,1.42
254.746,3.75
254.861,6.83
254.975,7.08
255.09,6.5
